,text,position,paper,label,probability
1583,"Considering the collection dates, there were only 24 isolate genomes available in December 2019, 57,060 isolates in March 2020 and the number reached to total of 1,018,031 isolates in March 2021 (Figure 1).Figure 1, which shows that the evolutionary change is as expected, also reveals the nucleotide exchange rate of the virus numerically and temporally.The temporal change of GISAID entry numbers of SARS-CoV-2 isolate genomes and average SNV numbers per isolates.Summary of SNVs seen over 10% frequency of isolate genomes that are studied in this article.Genome position Nucleotide exchange Frequency % Region Amino acid exchange   241 C T 93.51 5'UTR -   445 T C 14.06 ORF1a/Nsp1 silent   913 C T 28.51 ORF1a/Nsp2 silent   1059 C T 17.96 ORF1a/Nsp2 T85I   3037 C T 96.03 ORF1a/Nsp3 silent   3267 C A 28.91 ORF1a/Nsp3 T183I   5388 C T 28.56 ORF1a/Nsp3 A890V   5986 C T 28.82 ORF1a/Nsp3 silent   6286 C T 14.36 ORF1a/Nsp3 silent   6954 T C 28.23 ORF1a/Nsp3 I1412T   14408 C T 94.12 ORF1b/Nsp12 P314L   14676 C T 28.79 ORF1b/Nsp12 silent   15279 C T 28.71 ORF1b/Nsp12 silent   16176 T C 28.62 ORF1b/Nsp12 silent   21255 G C 14.00 ORF1b/Nsp16 silent   22227 C T 14.45 S D215G   23063 A T 29.76 S N501Y   23271 C A 28.69 S A570D   23403 A G 95.13 S D614G   23604 C A 30.49 S P681H   23709 C T 28.86 S T716I   24506 T G 28.66 S S982A   24914 G C 28.75 S D1198H   25563 G T 23.28 ORF3a Q57H   26801 C G 13.92 M silent   27972 C T 28.75 ORF8 silent   28048 G T 28.41 ORF8 R52I   28111 A G 28.35 ORF8 Y73C   28280 G C 27.19 N D3L   28281 A T 27.35 N D3L   28282 T A 27.43 N D3L   28881 G A 46.65 N R203K   28882 G A 46.45 N R203K   28883 G C 45.09 N G204R   28932 C T 14.42 N A220V   28977 C T 29.15 N S235F   29645 G T 13.71 ORF10 V30L   When all SARS-CoV-2 isolate genomes in our database were aligned and compared with the reference SARS-CoV-2 genome sequence (NC_045512.2), total of 215,393,375 SNV were detected.When SARS-CoV-2 genome sequences are examined, it was observed that the SNV average per isolate increases exponentially and directly proportionally over the time.In the studies conducted in June and August 2020, the SNV average was reported to be 7.23 (Mercatelli and Giorgi, 2020) and 8.01 (Eskier et al., 2021), respectively.It was calculated as 21.83 SNV per isolate when all isolate genomes were examined in this study (Fig 1).SNV average is observed to reach 31.25 just in March 2021.The isolate genome sequences were grouped by the number of SNVs they harbour.As a result of this grouping, isolates harboured between 10 and 35 SNVs comprise more than 80% of all isolates, while the proportion of isolates harboured >50 SNVs is less than 0.3% of all isolates.The histogram of the number of isolates grouped according to the number of SNVs they carry is given in Figure 2.Considering the number of SNV harboured by the isolates, it is a remarkable finding that a total of 3715 isolate genome sequences out of sequences analysed in this study were the same as the sequence from Wuhan strain (NC_045512.2) (Figure 2).The vast majority of 3715 genome sequences without any SNV were submitted from Argentina (838), Italy (464), Hong Kong (291), France (274) and United Kingdom (233).When the genomes with no SNVs from these regions were rated over the total number of isolate genomes, Argentina 37%, Italy 3%, Hong Kong 24.8%, France 1.8%, and United Kingdom 0.6%.Despite more than 1 year, no nucleotide changes were observed in 1549 of the 501.287 sequences submitted between January and March 2021 (Fig 3).WHO (2021).WHO Coronavirus (COVID-19) Dashboard [online].Website: https://covid19.who.int/ [accessed 30 May 2021].The data of isolate genome sequences and the number of SNVs were also evaluated chronologically and a heat mapped was created by months.It is clearly seen that the hot areas in which these isolates are heat mapped by months overlapped with three periods: March-April 2020, November 2020-January 2021, and January-March 2021 (Figure 3).",6,91,0,0.586493
328,"Two patients in the hydroxychloroquine group reported serious adverse events due to disease progression and upper respiratory infection.The patient with upper respiratory infection was discharged after finishing the 14 days of treatment with hydroxychloroquine and developed throat drying and pharyngalgia requiring readmission without evidence of pneumonia on computed tomography of the chest during the extended follow-up period.Adverse events* SOC plus HCQ (n=70) SOC (n=80) Any adverse event 21 (30) 7 (9) Serious adverse event 2 (3) 0  Disease progression 1 (1) 0  Upper respiratory tract infection 1 (1) 0 Non-serious adverse event 19 (27) 7 (9)  Diarrhoea 7 (10) 0  Vomiting 2 (3) 0  Nausea 1 (1) 0  Abdominal discomfort 1 (1) 0  Thirst 1 (1) 0  Abdominal bloating 0 1 (1)  Sinus bradycardia 1 (1) 0  Hypertension 1 (1) 0  Orthostatic hypotension 1 (1) 0  Hypertriglyceridaemia 1 (1) 0  Decreased appetite 1 (1) 0  Fatigue 1 (1) 0  Fever 0 1 (1)  Dyspnoea 1 (1) 0  Flush 1 (1) 0  Liver abnormality 0 1 (1)  Kidney injury 1 (1) 0  Coagulation dysfunction 1 (1) 0  Hepatic steatosis 0 1 (1)  Otitis externa 0 1 (1)  Blurred vision 1 (1) 0  Decreased white blood cells 1 (1) 0  Increased alanine aminotransferase 1 (1) 1 (1)  Increased serum amylase 1 (1) 0  Decreased neutrophil count 1 (1) 0  Increased serum amyloid A 0 1 (1) Summary of adverse events in safety population.Values are numbers (percentages)HCQ=hydroxychloroquine; SOC=standard of care.Multiple occurrences of same adverse event in one patient were counted.The most common adverse event in the standard of care plus hydroxychloroquine group was diarrhoea, reported in 7 (10%) patients, which was not reported in the standard of care group.Hydroxychloroquine was discontinued in one patient owing to blurred vision and was adjusted to give a lower dose in one patient who reported thirst.These two adverse events were both transient with a duration of one to two days.Secondary outcomeProbability of negative conversion by a specific time point:4, 7, 10, 14, or 21 days:was also similar in the two groups (supplementary table A).The probability of alleviation of symptoms by 28 days was similar in patients with standard of care with hydroxychloroquine (59.9%, 95% confidence interval 45.0% to 75.3%) and without hydroxychloroquine (66.6%, 39.5% to 90.9%).The difference between groups was -6.6% (-41.3% to 28.0%).The median time to alleviation of clinical symptoms was similar in the standard of care plus hydroxychloroquine group to that in the standard of care group (19 v 21 days; hazard ratio 1.01, 0.59 to 1.74; P=0.97 by log rank test; fig 3).Kaplan-Meier curves of time to alleviation of clinical symptoms with standard of care (SOC) plus hydroxychloroquine (HCQ) versus SOC alone in intention to treat population.Data shown are for 55 patients with symptoms assigned to SOC plus HCQ and 64 assigned to SOC.Probability of alleviation of symptoms by 28 days was similar (P=0.97) in patients with SOC with (59.9%, 95% confidence interval 45.0% to 75.3%) and without HCQ (66.6%, 39.5% to 90.9%).Difference between groups was -6.6% (95% CI -41.3% to 28.0%).Median time to alleviation of clinical symptoms was similar in SOC plus HCQ group and SOC group (19 v 21 days; hazard ratio 1.01, 95% confidence interval 0.59 to 1.74; P=0.97 by log rank test).",14,15,0,0.5992087
253,"Your paper was evaluated by the editorial team (editors present Raffaella Bosurgi, Richard Turner, Caitlin Moyer, Beryne Odeny).It was sent to independent reviewers, including a statistical reviewer.The reviews are appended at the bottom of this email and any accompanying reviewer attachments can be seen via the link below:[LINK]In light of these reviews, I am afraid that we will not be able to accept the manuscript for publication in the journal in its current form, but we would like to consider a revised version that addresses the reviewers' and editors' comments.Obviously we cannot make any decision about publication until we have seen the revised manuscript and your response, and we plan to seek re-review by one or more of the reviewers.In revising the manuscript for further consideration, your revisions should address the specific points made by each reviewer and the editors.Please also check the guidelines for revised papers at http://journals.plos.org/plosmedicine/s/revising-your-manuscript for any that apply to your paper.In your rebuttal letter you should indicate your response to the reviewers' and editors' comments, the changes you have made in the manuscript, and include either an excerpt of the revised text or the location (eg: page and line number) where each change can be found.Please submit a clean version of the paper as the main article file; a version with changes marked should be uploaded as a marked up manuscript.In addition, we request that you upload any figures associated with your paper as individual TIF or EPS files with 300dpi resolution at resubmission; please read our figure guidelines for more information on our requirements: http://journals.plos.org/plosmedicine/s/figures.While revising your submission, please upload your figure files to the PACE digital diagnostic tool, https://pacev2.apexcovantage.com/.PACE helps ensure that figures meet PLOS requirements.To use PACE, you must first register as a user.Then, login and navigate to the UPLOAD tab, where you will find detailed instructions on how to use the tool.If you encounter any issues or have any questions when using PACE, please email us at PLOSMedicine@plos.org.We expect to receive your revised manuscript by Apr 12 2021 11:59PM.Please email us (plosmedicine@plos.org) if you have any questions or concerns.***Please note while forming your response, if your article is accepted, you may have the opportunity to make the peer review history publicly available.The record will include editor decision letters (with reviews) and your responses to reviewer comments.",30,11,0,0.53337723
419,"Tip circles indicate the position of the respiratory pathogen-negative (RPN) pools (red) described in this report, the first reported COVID-19 case in NYC (green) from 29 February, later NYC cases from MSHS (yellow) and other institutions (dark gray), and US (blue) early isolates prior to 1 March.Tips without circles correspond to the background global isolates.The yellow box delineates the position of the clade containing the majority of NYC sequences detected during the early spread.The PANGO lineage classification of the RPN pools is indicated on the right, and the NextStrain clades are shown as node labels.The specimen identifier is indicated for RPN pools detected earlier than NY1.The time tree was inferred under a strict clock model with a nucleotide substitution rate of 0.80 x 10-3.To validate the NAAT results and to reconstruct the SARS-CoV-2 genomes in these pooled RPN specimens, we extracted viral RNA from all RPN pools with detectable SARS-CoV-2 RNA and performed viral genome sequencing as described previously.We obtained complete SARS-CoV-2 genomes with distinct genotypes from six of the eight ORF1ab+E+ pools (Fig.2a).To assess for the presence of more than one distinct viral genome in these pools, we determined the fraction of non-consensus viral variants for all positions in each assembly.The maximum fraction of non-consensus variants at any position did not exceed 20%, suggesting that each pool was dominated by a single viral variant.Eleven pools with detectable SARS-CoV-2 RNA (2 ORF1ab+E+, 1 ORF1ab+, and 8 E+) yielded either scattered or no SARS-CoV-2 reads, suggesting that viral RNA levels in these pools were insufficient to obtain complete genomes.Indeed, these pools had high Ct values for both targets by NAAT assay (e.g., >=34.25 for ORF1ab, >=35.63 for E) (Supplementary Fig.1b).To improve sequence recovery of limited or degraded viral RNA, we repeated sequencing with our custom protocol and a different protocol with smaller tiling amplicons targeting the full genome and regions with clade-defining mutations (see ""Methods"").The additional sequencing data allowed us to complete another SARS-CoV-2 genome from ORF1ab+E+ pool P58 (Fig.2a).The remaining two pools with ORF1ab detected yielded partial genomes (35% genome completeness for ORF1ab+ pool P34, and 24% for ORF1ab+E+ pool P51) (Fig.2b).",4,20,0,0.63679814
918,"Furthermore, Verify3D analysis of the native and mutant proteins revealed that 95.38% (native) of the residues had an average 3D-1D score >= of 0.2, while the models (V160M, G181R, R240C, P335, G432, and D435) showed that 97.09%, 93.02%, 96.80%, 95.64%, 99.42%, and 94.19% of the residues have an average 3D-1D score >= 0.2.Besides, structural similarities between the wild-type and mutant structures were performed using TM-align tool based on TM-score to assess the topological similarity of two proteins and the RMSD (Root Mean Square Deviation) to measure the distance between the backbones of the superimposed protein structures.The RMSD values for all missense variants were significant (RMSD > 0.15), suggesting dissimilarity between wild-type and mutant models (Figure 4, Table 8).3.2.7.Ligand Binding Site PredictionTo identify ligand binding sites in the TMPRSS2 protein, we used RaptorX binding and COACH servers.According to the RaptorX binding tool, the largest pocket multiplicity was 55 (pocket multiplicity > 40 indicates a true prediction of the pocket), which binds to the residues H256, D435, S436, C437, Q438, G439, S441, T459, S460, W461, G462, S463, and G464 (Table 9).According to the COACH server, D435 was predicted as a binding residue.The detailed results of COACH are shown in Table 10.3.2.8.Protein DisplayThe topology prediction was shown by the Protter server; the figure illustrates a long cytoplasmic N-terminus and suggests that the TMPRSS2 protein was located mostly at the extracellular part of the cell membrane.Then, the five amino acids (orange color) represent the predicted variants such as V160, S254, E331, K451, and D491 (Figure 5).3.2.9.Dynamic Cross-Correlation Matrix Analysis Using Bio3d Package by RStudio Software and DynOmics ServerDCCM was done to comprehend the correlated communications between residues.The result showed that as compared with the wild type, the V160M, G181R, R240C, P335L, G432A, and D435Y variants decreased the degree of positive (red color) and negative (blue color) correlations observed in the TMPRSS2 native, despite the fact that no significant correlation in the movement of residues has been remarked in the Dynamic Cross-Correlation Matrix analysis (Figure 6, Table 11).4.DiscussionThe transmembrane serine protease 2 (TMPRSS2) plays a crucial role in human cell entry of a diverse range of viruses including SARS-CoV-2.Strikingly, a recent investigation by Hou et al.found six deleterious variants such as p. Val 160Met, p. Gly181Arg, p. Arg240Cys, p. Pro335Leu, p. Gly432Ala, and p. Arg435Tyr in the TMPRSS2 gene, which are demonstrated as somatic mutations in different cancer databases and also suggest explanations for genetic susceptibility to COVID-19.This analysis reported that TMPRSS2 variants were probably associated with susceptibility to SARS-CoV-2.",11,50,0,0.5990776
1108,"We successfully enrolled participants from 80% (12/15) of the most rural states in the country.CONSORT (Consolidated Standards of Reporting Trials) diagram.Map of participants enrolled based on location.DemographicsFull demographics of the study participants are reported in Table 1.The final study participants were mostly female (264/315, 83.8%), White (241/315, 76.5%), heterosexual (218/315, 69.2%), living independently (150/315, 47.6%) or with family (136/315, 43.2%), unemployed (210/315, 66.7%), and aged between 18-78 years.No demographic differences were observed following randomization between the 2 study groups.Participant demographics and clinical history at baseline (N=315).Characteristics Waitlist (n=161) Active (n=154)   Age (years), mean (SD) 36.85 (10.91) 38.98 (12.30)   Gender, n (%)    Female 132 (82) 132 (85.7)    Male 19 (11.8) 18 (11.7)    Transgender 6 (3.7) 0     MTFa 2 (1.2) 0     FTMb 4 (2.5) 0 (0)    Nonbinary 4 (2.5) 2 (1.3)    Other 0 2 (1.3)   Diagnosis, n (%)    Bipolar disorder 61 (37.9) 50 (32.5)    Major depressive disorder 67 (41.6) 69 (44.8)    Schizophrenia or schizoaffective disorder 33 (20.5) 35 (22.7)   Race, n (%)    White 118 (73.3) 123 (79.9)    Black or African American 20 (12.4) 12 (7.8)    Asian 6 (3.7) 4 (2.6)    Alaskan Native or American Indian 1 (0.6) 1 (0.6)    Declined to answer 0 1 (0.6)    More than one race 16 (9.9) 13 (8.4)   Ethnicity, n (%)    Spanish, Hispanic, or Latino 17 (10.6) 13 (8.4)    Not Spanish, Hispanic, or Latino 143 (89.4) 139 (91.4)   Education, n (%)    Finished eighth grade 3 (1.9) 1 (0.7)    Some high school 10 (6.2) 5 (3.3)    High school diploma 31 (19.3) 22 (14.4)    Some college or technical school 47 (41.6) 62 (40.5)    Associate's degree 15 (9.3) 21 (13.7)    Bachelor's degree 26 (16.1) 22 (14.4)    Some graduate school 1 (0.6) 6 (3.9)    Master's degree 7 (4.3) 13 (8.5)    Doctorate 1 (0.6) 1 (0.7)   Employment status, n (%)    Full-time 23 (14.3) 29 (19)    Part-time 27 (16.8) 17 (11.1)    Unemployed 105 (65.2) 105 (68.6)   Living situation, n (%)    Independent 78 (48.4) 72 (47.1)    Living with family 71 (44.1) 65 (42.5)    Homeless 6 (3.7) 10 (6.5)    Substance use treatment 0 1 (0.7)    Assisted or supported living 6 (3.7) 5 (3.3)   Lifetime psychiatric hospitalizations, n (%)    0 49 (30.4) 44 (28.8)    1-5 69 (42.9) 72 (47.1)    6-10 20 (12.4) 18 (11.8)    11-15 11 (6.8) 5 (3.3)    16-20 3 (1.9) 3 (2)    >20 9 (5.6) 11 (7.2)   Past-year psychiatric hospitalizations, n (%)    0 127 (78.9) 114 (74.5)    1-5 33 (20.5) 37 (24.2)    6-10 1 (0.6) 2 (1.3)   Frequency of auditory hallucinations, n (%)    Never 82 (51.9) 75 (49)    A few times a year 24 (15.2) 23 (15)    Once or twice a month 17 (10.8) 15 (9.8)    Once a week 5 (3.2) 9 (5.9)    >=2 times a week 30 (19) 31 (20.3)   Beck Depression Inventory-II, mean (SD) 34.57 (13.34) 33.46 (13.75)   Green Paranoid Thought Scale, mean (SD) 88.24 (35.63) 86.79 (36.01)   Hamilton Program for Schizophrenia Voices, mean (SD) 19.86 (9.03) 18.42 (8.81)   Generalized Anxiety Disorder-7, mean (SD) 13.89 (5.77) 14.42 (5.16)   Sheehan Disability Scale, mean (SD) 24.11 (7.21)  24.11 (7.02)   aMTF: male-to-female.bFTM: female-to-male.Clinical CharacteristicsThe sample comprised individuals with bipolar disorder (111/315, 35.2%), major depressive disorder (136/315, 43.2%), and schizophrenia or schizoaffective disorder (68/315, 21.6%).",9,62,0,0.69250023
648,"Strain abbreviations are: A/Brevig Mission/1/1918, A/swine/Indiana/P12439/2000 (nearest identified swine HA gene precursor to 2009 human pandemic strains), A/Solomon Islands/3/2006 (pre-2009 seasonal), and A/California/04/2009 (2009 pandemic).In mid-2009, a novel H1N1 strain originating in Mexico and the southern United States began to spread widely in the human population and replaced all 1977-descended H1N1 viruses during the subsequent winter flu season.Since the 2009 outbreak was the first human pandemic to occur following technological revolutions in both molecular biology and nucleic acid sequencing, details of the viral genome sequence and likely phylogenetic origins were published quickly, revealing the novel strain to be a triple reassortant virus composed of genetic elements from three separate swine lineages.2009 H1N1 viruses were shown to be composed of viral polymerase genes (PB2, PB1, PA) from contemporary 1990s swine influenza, NA and M genes from older Eurasian swine lineages, and, interestingly, HA, NP, and NS genes from ""classical"" lineages tracing back to 1918 H1, but whose distinct evolution had previously confined them to pigs, with only sporadic zoonotic transfer into humans prior to 2009 (Fig.3A).While the number of fatalities associated with 2009 H1N1 was reduced compared with previous pandemics (estimated at approximately 360,000 deaths worldwide), this outbreak shed new light on the potential dangers posed by viral reassortment since many of the 2009-strain genetic components had circulated for considerable time and appeared similar to prior human H1N1 strains.In particular, the new pdm2009 H1 HAs had approximately 80% sequence identity at the amino acid level compared with prior seasonal H1 viruses, including the critical 190D and 225D substitutions required for human-type receptor specificity.Indeed, sequence alignments of post-1918 pandemic, pre-2009 seasonal, and swine precursor H1s reveal wide conservation of humanized receptor-binding variants suggesting that circulating classical swine-origin H1s had acquired specificity for human alpha2-6 receptors for quite some time prior to the pandemic outbreak (see Fig.3B).While acquisition of human receptor specificity is presumed to be a requirement for transfer into and transmission among the human population, alone it is not sufficient for full human adaptation.Rather, the 2009 pandemic virus appears to have acquired this property from the unique combination of several reassorted genes together.Indeed, it is well recognized that zoonotic avian viruses typically require adaptive changes within the viral polymerase complex in order to achieve successful replication within human cells.2009 pandemic H1N1 viruses inherited the PB1 gene via a swine lineage that emerged in the late 1990s from human H3N2 strains, a combination that may not have been prevalent or even possible at an earlier time, and which likely conferred significant host-adaptative potential.Although early 2009 pandemic strains did appear well adapted in terms of human receptor specificity, several studies have shown that HA-binding avidities from the earliest isolates were very low, but rapidly evolved to higher avidity after initial circulation in humans.",6,37,0,0.61315477
258,"If eligible, we will contact you to opt in or out.***In revising the manuscript for further consideration here, please ensure you address the specific points made by each reviewer and the editors.In your rebuttal letter you should indicate your response to the reviewers' and editors' comments and the changes you have made in the manuscript.Please submit a clean version of the paper as the main article file.A version with changes marked must also be uploaded as a marked up manuscript file.Please also check the guidelines for revised papers at http://journals.plos.org/plosmedicine/s/revising-your-manuscript for any that apply to your paper.If you haven't already, we ask that you provide a short, non-technical Author Summary of your research to make findings accessible to a wide audience that includes both scientists and non-scientists.The Author Summary should immediately follow the Abstract in your revised manuscript.This text is subject to editorial change and should be distinct from the scientific abstract.We expect to receive your revised manuscript within 1 week.Please email us (plosmedicine@plos.org) if you have any questions or concerns.We ask every co-author listed on the manuscript to fill in a contributing author statement.If any of the co-authors have not filled in the statement, we will remind them to do so when the paper is revised.If all statements are not completed in a timely fashion this could hold up the re-review process.Should there be a problem getting one of your co-authors to fill in a statement we will be in contact.YOU MUST NOT ADD OR REMOVE AUTHORS UNLESS YOU HAVE ALERTED THE EDITOR HANDLING THE MANUSCRIPT TO THE CHANGE AND THEY SPECIFICALLY HAVE AGREED TO IT.Please ensure that the paper adheres to the PLOS Data Availability Policy (see http://journals.plos.org/plosmedicine/s/data-availability), which requires that all data underlying the study's findings be provided in a repository or as Supporting Information.For data residing with a third party, authors are required to provide instructions with contact information for obtaining the data.PLOS journals do not allow statements supported by ""data not shown"" or ""unpublished results.""For such statements, authors must provide supporting data or cite public sources that include it.To enhance the reproducibility of your results, we recommend that you deposit your laboratory protocols in protocols.io, where a protocol can be assigned its own identifier (DOI) such that it can be cited independently in the future.Additionally, PLOS ONE offers an option to publish peer-reviewed clinical study protocols.",35,11,0,0.54591656
109,"S2).For concordant positives (n = 41), comparison of CT values between nasal and NP swabs showed higher CT values for nasal swabs than for NP swabs, suggesting slightly but consistently lower yield from the nasal swabs (Wilcoxon P < 0.0001).Consistent with this conclusion, there was a marked increase in false negatives for NP swabs with higher CT values (lower viral loads), resulting in low concordance overall (Cohen's kappa = 0.49) (Fig.1).Viral loads for NP (x axes) versus nasal swab (y axes) for (a) initial versus (b) follow-up testing, (c) shallow/short versus (d) deep/long collection procedures, collection (e) in GITC versus (f) dry versus (g) in VTM, and (h) for all data, with 2 x 2 tables and concordance values measured by Cohen's kappa, kappa.In each plot, the diagonal is a 1:1 line.",6,5,0,0.63230795
1474,"performed experiments with assistance from M.S., M.W.and Y.W.F.J. and M.H.wrote the paper.M.H.supervised the research.All authors discussed the paper.Data availabilityAll data and materials are available from the authors upon reasonable request.The plasmids shown in Fig.9 (mEGFP-NbALFA, mCherry-NbALFA, pETNb-nALFA, pETNb-cALFA, pFBNb-cALFA, pBMNb-cALFA) have been deposited into Addgene (http://www.addgene.org/) (Addgene IDs: 159986, 159987, 159988, 159989, 159990 and 159991).We also deposited the BbZIP gene in pETNb-cALFA and the hP2X3 gene in pBMNb-cALFA as positive controls for FSEC-Nb (Addgene IDs 160498 and 160499).",20,84,0,0.64334166
790,"Die gastrointestinalen Effekte treten dosisabhangig auf und sind nach Dosisreduktion reversibel, wie die randomisierte placebokontrollierte AGREE-Studie zeigen konnte.Diese untersuchte, ob Colchicin effektiv zur Schmerzreduktion 24 h nach Beginn eines akuten Gichtanfalls war.Im Colchicin-Arm bekamen die Patienten entweder insgesamt 1,8 mg (Einmalgabe 1,2 mg und 0,6 mg nach 1 h) oder 4,8 mg (1,2 mg und 0,6 mg stundlich uber 6 h) Colchicin.Wahrend bei niedriger Dosierung 23 % der Patienten Diarrhoen entwickelten, zeigten dies fast 77 % der Patienten mit hoch dosierter Colchicin-Therapie.Schwere Durchfalle und Erbrechen traten sogar nur in der zweiten Gruppe auf.Interessanterweise zeigte sich in der Metaanalyse von Stewart et al.kein erhohtes Infektionsrisiko.Hepatische UAW (erhohte Transaminasen) wurden selten berichtet (1,9 %).Eine Knochenmarkdepression kann sich als Thrombozytopenie, Agranulozytose oder aplastische Anamie bemerkbar machen.Bei Beachten der empfohlenen Colchicin-Tagesdosis ist diese sehr selten - in der Metaanalyse von Stewart et al.wird auch hierfur kein erhohtes Risiko beschrieben - insgesamt 0,4 % der Patienten hatten Blutbildveranderungen.Ebenfalls selten (insgesamt 0,8 %) sind UAW der Skelettmuskulatur (Krampfe, Schwache, Myalgien, Erhohung der Kreatinkinase[CK]-Werte) beschrieben worden.Mit dem gehauften Auftreten von muskularen Symptomen ist unter Colchicin bei normaler Nierenfunktion (renale Elimination von Colchicin) nicht zu rechnen.Einzelne Fallberichte diskutieren eine durch Colchicin verursachte Neuromyopathie mit proximaler Schwache, axonaler Polyneuropathie und CK-Anstieg, die sich auf dem Hintergrund einer Niereninsuffizienz entwickelte.",3,43,0,0.55334884
924,"(c) Eight-class secondary structure of TMPRSS2 protein by using RaptorX property server.(d) Ramachandran plot of TMPRSS2 protein.Superimposition of mutant protein structures (in blue) on the wild-type TMPRSS2 (in red) using PyMOL program.TMPRSS2 protein localization visualized using the Protter sever.Dynamic Cross-Correlation Map (DCCM) analysis of TMPRSS2 native and mutants: (a) wild type, (b) V160M, (c) G181R, (d) R240C, (e) P335L, (f) G432A, and (g) D432Y.Missense variants identified to be deleterious or damaging using different algorithms.SNP ID Amino acid change SIFT PolyPhen2.0 PROVEAN SNAP2 PMut   Score Prediction Score Prediction Score Prediction Score Prediction   rs12329760 V160M 0.01 D 0.997 P. D -1.891 N 95 E Dis   rs781089181 G181R 0.06 T 1.000 P. D -6.057 Del 45 E Dis   rs762108701 R240C 0.01 D 1.000 P. D -5.224 Del 63 E N   rs1185182900 P335L 0.02 D 0.985 P. D -7.515 Del 39 E Dis   rs570454392 G432A 0.00 D 1.000 P. D -5.631 Del 63 E Dis   rs867186402 D435Y 0.00 D 1.000 P. D -7.975 Del 74 E Dis   Legend: D: damaging; T: tolerated, P. D: probably damaging; Del: deleterious; N: neutral; E: effect; Dis: disease.Prediction of effect of missense variants on phylogenetic conservation, phenotypic analysis, and posttranslational modification sites in human TMPRSS2 protein.SNP ID Variant Posttranslational modifications (PTMs) by ModPred Phylogenetic conservation Predicted effect by MutPred   rs12329760 V160M : 6, B :   rs781089181 G181R : 9, B Loss of loop   Altered transmembrane protein   Gain of helix   Loss of disulfide linkage at C185   Gain of ADP-ribosylation at G181      rs762108701 R240C Proteolytic cleavage 5, E :   ADP-ribosylation      rs1185182900 P335L Proteolytic cleavage 3, E :      rs570454392 G432A Proteolytic cleavage 9, E, F Loss of relative solvent accessibility   Loss of loop   Altered transmembrane protein   Altered metal binding   Gain of disulfide linkage at C437   Gain of catalytic site at D435   Gain of pyrrolidone carboxylic acid at Q431      rs867186402 D435Y Proteolytic cleavage 9, E, F Altered transmembrane protein   Altered ordered interface   Altered metal binding   Loss of relative solvent accessibility   Loss of catalytic site at G439   Gain of disulfide linkage at C437   Gain of pyrrolidone carboxylic acid at Q43   Gain of sulfation at D435   Effects of mutation on protein stability by I-Mutant, MUpro, iStable, and STRUM.SNP ID Amino acid variant I-Mutant MUpro iStable STRUM   rs12329760 V160M Decrease Decrease Decrease Destabilizing   rs781089181 G181R Decrease Decrease Decrease Destabilizing   rs762108701 R240C Decrease Decrease Decrease Destabilizing   rs1185182900 P335L Decrease Increase Increase Destabilizing   rs570454392 G432A Decrease Decrease Decrease Stabilizing   rs867186402 D435Y Increase Decrease Increase Destabilizing   Missense variant analysis by CUPSAT tool.SNP ID Amino acid variant Stability Torsion Predicted   G (kcal/mol)   rs12329760 V160M Destabilizing Favorable -3.39   rs781089181 G181R Destabilizing Favorable -0.57   rs762108701 R240C Stabilizing Favorable 0.75   rs1185182900 P335L Destabilizing Unfavorable -2.39   rs570454392 G432A Destabilizing Favorable -6.86   rs867186402 D435Y Destabilizing Favorable -1.68   Prediction of TMPRSS2 flexibility using FlexPred server.Position Residues S_LBL ((R) rigid or flexible (F) label) S_PRB (probability of flexible (F) label)   160 VAL R 0.4874   181 GLY R 0.6059   240 ARG R 0.5174   335 PRO R 0.5862   432 GLY F 0.7747   435 ASP R 0.6696   Flexibility analysis by PredyFlexy.",17,50,0,0.64697033
